chunk_id,text,source_type,label
reviews_asana_012,"Client projects, my own admin, content calendar, invoicing reminders — all of it. The My Tasks view keeps me sane. I don't know how I managed clients before this.",review,
reviews_asana_013,"| 2025-09-01 | Freelance Consultant
Good product but the template library is overwhelming. I spent 45 minutes trying to pick a template and ended up using a blank project anyway. You need better filtering or a wizard that recommends templates based on what you're actually trying to do.",review,
reviews_asana_014,"| 2025-09-14 | Content Strategist
Notifications are completely broken for our use case. We turned on Slack integration and our #ops-updates channel got flooded within a day. Turned it off.",review,
reviews_asana_015,"Then no one knew what was happening. There's no middle ground. | 2025-09-28 | Head of Operations
After 6 months of use I can say this is genuinely the best tool for keeping cross-functional projects on track.",review,
reviews_asana_016,"Marketing, engineering, and CS all use the same project board and for the first time everyone knows what everyone else is working on. Transformative. | 2025-10-10 | Chief of Staff
Really good for structured work.",review,
reviews_asana_017,"Less good for exploratory or creative work where the scope isn't clear yet. We use it alongside Notion — Asana for execution, Notion for thinking. That combo works well.",review,
reviews_asana_018,"| 2025-10-22 | Product Designer
The recurring task feature is fundamentally confusing. I've read the help article three times and I still get surprised by when the next instance appears. It seems to recur from completion date not from a fixed schedule, which is almost never what I want.",review,
reviews_asana_019,"| 2025-11-04 | Operations Coordinator
Asana saved our Q4 launch. 15 people, 6 workstreams, 8-week timeline. Everything was tracked, everyone knew their role, nothing fell through the cracks.",review,
reviews_asana_020,"I've managed launches without a tool like this and I will never go back. | 2025-11-18 | Product Marketing Manager
The reporting features are good if you find them, which takes a while. I didn't know about the advanced search until month 2.",review,
reviews_asana_021,"Once I started using saved searches and custom reports my experience improved significantly. But why do I have to discover this on my own? | 2025-12-01 | Project Manager
Canceled after 30 days.",review,
reviews_asana_022,"We're a 6-person engineering team and Asana is just not built for how engineers work. No story points, no sprint concept, no GitHub integration that actually works in our workflow. We went back to Linear.",review,
reviews_asana_023,"| 2025-12-15 | Engineering Manager
The approvals feature is underrated. I manage a content team and having formal approval steps inside the task — rather than chasing people over email — has saved hours every week. I wish someone had told me about it when I signed up.",review,
reviews_asana_024,"| 2026-01-07 | Content Manager
Customer support is responsive but the help articles assume you already understand Asana's terminology. If I don't know what a 'rule' is, searching for 'how to automatically assign tasks' returns nothing useful because I'm not using the right vocabulary. | 2026-01-20 | Office Manager
Incredible tool for scaling a growing team.",review,
reviews_asana_025,When we were 10 people we used Slack and spreadsheets. At 40 people everything was on fire. Asana brought order.,review,
reviews_asana_026,"The onboarding took a month to fully settle but I'd do it again without question. | 2026-02-03 | COO
I love Asana but I feel like I'm always one feature away from the tier I'm on. I'm on Premium and keep hitting walls that require Business.",review,
reviews_asana_027,"And when I look at Business it has features I'll need someday but can't justify yet. The upsell pressure is real. | 2026-02-17 | Marketing Director
What works: timeline, custom fields, automations, portfolio view.",review,
reviews_asana_028,What doesn't: subtask visibility. Tasks buried 3 levels deep become invisible in the main view. I have missed actual deadlines because of this.,review,
reviews_asana_029,"It needs a 'show all nested tasks' setting. | 2026-03-02 | Senior Project Manager
The blank project experience is terrifying if you don't already know what you're doing. There should be a required wizard for first-time project creators.",review,
reviews_asana_030,"Or at least a required choice: 'do you want to use a template?' Not a button you can ignore. | 2026-03-12 | New User (SMB)
Five stars for the mobile app update.",review,
reviews_asana_031,I manage field teams and the previous mobile experience was unusable. The new version is much better. My team actually uses it on-site now which I thought was impossible six months ago.,review,
reviews_asana_032,"| 2026-03-18 | Field Operations Manager
Pros:
- Timeline view is genuinely excellent once your tasks have dates on them
- Custom fields give real flexibility without needing a developer
- My Tasks is the best personal task view I've used in any PM tool

Cons:
- Mobile app noticeably weaker than desktop, especially for non-desk workers
- New member onboarding is essentially nonexistent — people get dropped in cold
- Price jump from Free to Business is steep; features I actually need are all on Business

Bottom line: worth it if you have a dedicated person to maintain it. Too much if everyone is expected to self-manage. | 2025-08-28 | Operations Manager
What I wish I'd known before signing up:
- The onboarding checklist is easy to skip and most people skip it — don't let your team do this
- 'My Tasks' is the key to individual adoption; lead with this when introducing it to your team
- Automations/rules are the highest-leverage feature but nobody finds them in the first month
- Pricing: per-seat costs add up fast if you have contractors or seasonal staff who need access

Still recommending it.",review,
reviews_asana_033,"Just go in with realistic expectations about the ramp-up time. | 2025-10-30 | Program Manager
We're a 2-person design studio. We tried Asana for 3 weeks.",review,
reviews_asana_034,"Complete overkill for our needs. Half the features we'd never touch, and the ones we wanted were locked behind a paid tier. We went back to a shared Notion page.",review,
reviews_asana_035,"Asana is clearly built for teams of 20+, not for a duo trying to manage client projects without losing their minds. | 2025-07-06 | Freelance Designer
Pros:
- The product itself is genuinely good when it works
- Timeline and portfolio views are best-in-class

Cons:
- Seat pricing is punishing for companies with seasonal or temporary workers
- We hire 15 extra people every Q4 for 8 weeks — there's no good answer for this in Asana
- Guest access is too limited to be a real workaround; full member seats are too expensive for temp workers
- Ended up with team leads doing double-entry to avoid the seat cost, which defeated the entire point

Would upgrade my rating if they added a 'temporary contributor' seat type at a lower price point. | 2026-01-15 | Operations Manager
Six months in.",review,
reviews_asana_036,"Honest assessment:

What works well:
- Cross-functional visibility — marketing, product, and CS finally see each other's work
- Automations once you figure them out (took me 6 weeks)
- Reporting for executive updates

What still frustrates me:
- New members get no onboarding — I have to do it manually every time someone joins
- Notification defaults are too aggressive; new users always complain before they figure out settings
- Help center vocabulary doesn't match how non-PM people describe their problems

Net: I'd buy it again but I'd set aside a full month for proper rollout instead of expecting people to self-serve. | 2026-02-25 | Head of Product",review,
lidl_plus_reviews_001,"09aac877-5d44-42a1-934b-e1d85eca6626 | Works well. Only issue is that it sometimes logs me out unexpectedly. | Lidl Plus
21241a50-cea0-47b9-a426-461f95d8dfd9 | Worst update ever.",review,
lidl_plus_reviews_002,"Completely broke the app for me. | Lidl Plus
2871c49f-5798-4c15-a9e4-1e399dd2aba8 | Good app! Wish it showed more stores or had a better map feature.",review,
lidl_plus_reviews_003,"| Lidl Plus
54b55a68-3e6b-4769-9e96-dffe907a2d28 | Very smooth experience. No glitches, no complaints. | Lidl Plus
14965f87-d006-4646-b7e2-e9fd92736f8e | Clean design, fast performance, real savings.",review,
lidl_plus_reviews_004,"| Lidl Plus
2e720109-6100-453a-993f-8632e8462186 | Very user-friendly. Even my mum figured it out easily! | Lidl Plus
fccf0cbd-ea73-4762-ab92-1b7bc18819a7 | One of the most useful apps on my phone.",review,
lidl_plus_reviews_005,"Saving money weekly. | Lidl Plus
bae02ce3-1c2a-4811-8cdb-e5b63473581c | Two stars because it occasionally works. Otherwise very frustrating.",review,
lidl_plus_reviews_006,"| Lidl Plus
91310f5a-5410-4769-95b1-8bdba6f571b3 | App takes too long to load. No good in a busy store environment. | Lidl Plus
214a16f2-ad9e-4336-ab4b-548cc3be3ab0 | Super easy to use and the savings are real.",review,
lidl_plus_reviews_007,"| Lidl Plus
c9796bfd-81f9-4c70-8c05-7b29fa26743e | Adequate but could be improved significantly with some updates. | Lidl Plus
7cc550fe-e9f2-42df-8de8-0fd3a9b9b96e | It's okay. Sometimes works, sometimes doesn't.",review,
lidl_plus_reviews_008,"Average experience. | Lidl Plus
1d6613b3-0170-4ab2-be9b-e68cc9b012a1 | Great deals and easy to use. Would be 5 stars if the app loaded a bit faster.",review,
lidl_plus_reviews_009,"| Lidl Plus
674f745f-76da-4684-8434-8b9baa3e78ec | Excellent coupons and a very smooth app experience. | Lidl Plus
6f048bbb-7578-476e-8634-e3575e4a9492 | I've had more problems than I'd like with this app. Just average.",review,
lidl_plus_reviews_010,"| Lidl Plus
b4418b8a-1022-469f-9232-0aaa054e97c9 | Super app. Makes every Lidl visit more rewarding. | Lidl Plus
a145d832-2fb3-46c7-bb57-17f323efb54c | Waste of storage.",review,
lidl_plus_reviews_011,"Nothing works. Deleting immediately. | Lidl Plus
cb3488e0-2cd4-4239-9a2d-badf1f2bf30a | Not terrible but not impressive either.",review,
lidl_plus_reviews_012,"Room for improvement. | Lidl Plus
c81f9f75-118d-4d33-9248-a50801f3b132 | The app freezes right when I need to show my card. | Lidl Plus
dc26954d-0dad-4f3c-a363-014b82753594 | Never had a coupon refused at checkout.",review,
lidl_plus_reviews_013,"Reliable and great. | Lidl Plus
e2547df9-9f76-47b4-83eb-d797ff36b12c | Really helpful for planning my shop. Minor issues with loading at times.",review,
lidl_plus_reviews_014,"| Lidl Plus
54ce31f8-ce89-42af-b413-bc768129b789 | I use this every time I shop at Lidl. Never miss a deal. | Lidl Plus
54b7d062-c24e-4b16-b360-42a316d46725 | One of the most useful apps on my phone.",review,
lidl_plus_reviews_015,"Saving money weekly. | Lidl Plus
4ae8828d-6bd9-4ab0-b3e6-1018e95a329f | The Plus card has saved me so much money. I love Lidl!",review,
lidl_plus_reviews_016,"| Lidl Plus
0e85343b-a452-4aab-88a4-c5b303302b64 | My go-to app every time I hit Lidl. Brilliant. | Lidl Plus
2f1fe0c0-b0f3-4eaa-87db-030e3cdc3383 | Love the savings but wish the app would remember my preferences better.",review,
lidl_plus_reviews_017,"| Lidl Plus
8bea1b30-dc19-464b-9feb-10497f8c33f6 | The idea is great but execution needs more work. | Lidl Plus
9b9c825b-d2bc-431b-944b-acccf13104a6 | Excellent app. Scans fast and the cashier always accepts it.",review,
lidl_plus_reviews_018,"| Lidl Plus
7f51a7c5-9474-42de-95b0-36e69d3494a2 | Works well and saves money. Only minor complaint is occasional slowness. | Lidl Plus
880f2174-4833-454e-8497-5d6a80f28bb4 | Hit and miss experience.",review,
lidl_plus_reviews_019,"Some weeks great offers, other weeks not so much. | Lidl Plus
3d070912-565f-46f3-bf39-67ea1a3e1fa6 | Cannot log in despite multiple password resets. | Lidl Plus
20996db4-07b1-47d4-8c7e-de4cd3dd8629 | Just okay.",review,
lidl_plus_reviews_020,"Nothing special about this app compared to other loyalty apps. | Lidl Plus
35cdbdcf-698f-40a8-8c9c-3452300f73e1 | Never had a coupon refused at checkout. Reliable and great.",review,
lidl_plus_reviews_021,"| Lidl Plus
1f29975f-d2a5-433e-8852-ec6b47361054 | Do not download. This app is a complete mess. | Lidl Plus
3ca34bd5-d12e-4333-a78c-9c9da532dd23 | The offers are always relevant to what I actually buy.",review,
lidl_plus_reviews_022,"| Lidl Plus
b8d1de66-bd1f-4a73-b26a-66ab4eba4153 | Super app. Makes every Lidl visit more rewarding. | Lidl Plus
27bb6c6c-d921-47b9-9f0b-a284a655ed7c | Decent app but crashes too often for my liking.",review,
lidl_plus_reviews_023,"| Lidl Plus
2ac0877d-f0b2-4cec-ae1b-529873c1c787 | Good savings and generally reliable. Wish the offers lasted a bit longer. | Lidl Plus
11115e6f-81f8-40f3-83e7-395ef6d0c315 | It works most of the time which is just enough.",review,
lidl_plus_reviews_024,"Could be better. | Lidl Plus
09859e44-8876-407b-a71f-2329093e2a8f | This app pays for itself in the first shop. Brilliant.",review,
lidl_plus_reviews_025,"| Lidl Plus
5096f4ca-57f8-4d76-a9f8-b2e5750d62ff | Really enjoy using it. App loads well. Minor wish for more food category offers.",review,
lidl_plus_reviews_026,"| Lidl Plus
44d131b9-f697-4e7d-88ca-4399e147bd4e | Saves me money and shows me what's on offer. | Lidl Plus
923c7f5a-d4af-4591-9af3-fee61b03a879 | The concept is good but the app needs more polish. | Lidl Plus
c3ac8bee-f6a0-4d08-9d6a-efc2bfe63d2a | Mostly very good.",review,
lidl_plus_reviews_027,"Had one instance where a coupon didn't work at checkout. | Lidl Plus
8c9011f2-818f-4a39-959f-76eb08a75cec | So glad I discovered this app. Saving money every week.",review,
lidl_plus_reviews_028,"| Lidl Plus
cf655c86-7b98-433a-a6b4-08d19b9f8ab3 | Decent enough. Would rate higher if it was more reliable. | Lidl Plus
d5f191bf-e04a-4f57-8805-f364b77a5a27 | Nice loyalty scheme.",review,
lidl_plus_reviews_029,"App performs well most days. Occasional hiccups. | Lidl Plus
501ad2ac-944f-4e71-aa43-359f8d3e0bc0 | Very useful for saving money.",review,
lidl_plus_reviews_030,"The design is nice. A few small improvements needed. | Lidl Plus
e02612c5-1c3f-4f07-8c09-881552153ed4 | Saves me money and shows me what's on offer.",review,
lidl_plus_reviews_031,"| Lidl Plus
e1ada0d5-ab2c-4182-a7bc-eea54f2d81e4 | The offers are alright but the app design isn't great. | Lidl Plus
16b463e7-331a-45b8-8309-5e931f3c3f96 | Great discounts, no fuss, no hidden catches. Just savings.",review,
lidl_plus_reviews_032,"| Lidl Plus
4798d1fd-18c4-4811-ac18-c870dd75cab7 | Five stars easily. The value you get from the coupons is unreal. | Lidl Plus
4e017c4d-dea4-4c63-beb2-ff04b2fd3e60 | The Plus Card is brilliant.",review,
lidl_plus_reviews_033,"Wish I'd downloaded it sooner. | Lidl Plus
38a87048-c27f-442a-8e26-76cc4ee44781 | The app worked for a month then started crashing constantly. | Lidl Plus
61ea90ee-665f-404c-9514-abd8523fb22e | I've had nothing but trouble since the last update.",review,
lidl_plus_reviews_034,"| Lidl Plus
eec9c485-7b88-4378-993a-e31f9df37b6b | Love how it shows me the weekly leaflet too. Very convenient. | Lidl Plus
faa3cb12-1a06-436f-9406-292242214bf5 | Super easy to use and the savings are real.",review,
lidl_plus_reviews_035,"| Lidl Plus
98bc04db-21b8-4204-bb0d-9287aad1b4e3 | Average experience. I keep using it hoping it improves. | Lidl Plus
6929c104-bec8-44a9-bf3f-0c80f1139b3f | Helpful app.",review,
lidl_plus_reviews_036,"The weekly deals are good. Just a few small UX issues. | Lidl Plus
9856ddf3-1712-4d43-8836-68b820aa9bd5 | Mixed experience.",review,
lidl_plus_reviews_037,"App works but I've had issues with coupons not scanning. | Lidl Plus
57bbe57d-2a19-4a81-8009-a81a5dd405dd | This app has cost me money by not working at checkout. | Lidl Plus
fe6940bf-e8fa-46d2-ad5d-d2665aa6e5c3 | Downloaded it on a whim and now I use it every week.",review,
lidl_plus_reviews_038,"| Lidl Plus
b5a342c6-8523-4e85-9d81-13f8f924381a | Average app. Had some technical issues that were frustrating. | Lidl Plus
a7b02392-6a4b-4e25-933b-34b36e4f381c | I save money every single shop.",review,
lidl_plus_reviews_039,"This app is brilliant. | Lidl Plus
2a764125-9e6a-4950-8813-e57210d6c5da | Good app for saving money. Just had one or two slow loading screens.",review,
lidl_plus_reviews_040,"| Lidl Plus
be9b85ba-3467-4bec-ac88-3ed5642fa228 | Not terrible but not impressive either. Room for improvement. | Lidl Plus
a4742a7f-695e-437d-8dce-48b4a9683ab6 | Good app with useful coupons.",review,
lidl_plus_reviews_041,"Sometimes the barcode scanner is a bit slow. | Lidl Plus
e6beea2b-3936-4ea9-a69b-eacc344175b9 | The scratch cards are fun and the rewards are genuinely useful. | Lidl Plus
8480754d-4284-48fa-b6e0-4be16a82e5a6 | Very useful app.",review,
lidl_plus_reviews_042,"The coupons save me money every week. Minor bugs sometimes. | Lidl Plus
e3f17eef-48ab-46dd-84b7-bb68f3e4f506 | One of the most useful apps on my phone.",review,
lidl_plus_reviews_043,"Saving money weekly. | Lidl Plus
91f7b135-0247-4bf5-ad6e-a6f460bd7db0 | Helpful for shopping at Lidl. App is generally smooth with minor issues.",review,
lidl_plus_reviews_044,"| Lidl Plus
63388059-2067-4718-bf60-b6b74dc17b79 | The coupons rarely work properly. Embarrassing at the till. | Lidl Plus
33af5676-b60b-4637-a845-e79f03519e2a | Very handy app.",review,
lidl_plus_reviews_045,"The weekly offers are great. Just wish there were more of them. | Lidl Plus
0e38b600-f62e-4400-81e7-56ae112645f5 | Good app.",review,
lidl_plus_reviews_046,"The discounts are real and helpful. Slight lag sometimes. | Lidl Plus
a9382f88-6f52-429d-a118-13ffe05b3fee | Could be much better.",review,
lidl_plus_reviews_047,"App is slow and sometimes the coupons don't load. | Lidl Plus
11a92835-fac8-40d4-9e8e-b49d11f18d51 | Great discounts, no fuss, no hidden catches. Just savings.",review,
lidl_plus_reviews_048,"| Lidl Plus
c5fcb141-b753-44e3-9f04-9045a0889298 | Buggy and unreliable. I've given up trying to use the coupons. | Lidl Plus
3efd8670-556f-4a2d-a719-2d887859c1a5 | Really helpful app.",review,
lidl_plus_reviews_049,"Minor suggestion: add a shopping list feature. | Lidl Plus
dd4d4a43-1af4-45f2-a348-11a94345db33 | Generally good experience. The app crashed once but otherwise great.",review,
lidl_plus_reviews_050,"| Lidl Plus
55f85723-6535-456c-9111-f3b4923ad026 | Good app with some great features. The coupon variety could be improved. | Lidl Plus
18a1aa67-e6e1-45d9-88af-e1b9e1d220af | Too many glitches.",review,
lidl_plus_reviews_051,"Needs a lot of work before I'd recommend it. | Lidl Plus
a5849441-aa29-4f26-8f1a-7c7a53f26e15 | Couldn't shop at Lidl without this now. It's essential.",review,
lidl_plus_reviews_052,"| Lidl Plus
a32a0707-0082-4011-8710-0c45c47aeb2d | Great weekly offers and the app never lets me down. | Lidl Plus
53e6cd2a-29b5-473d-8e0b-6a0b736a1215 | Five stars easily. The value you get from the coupons is unreal.",review,
lidl_plus_reviews_053,"| Lidl Plus
c6982d41-3b3e-4ddf-ac95-3d7413d22728 | This app is an embarrassment for a company like Lidl. | Lidl Plus
aaddc979-68c7-43cb-ac8b-13577b622b72 | I enjoy using it but sometimes the app is a bit buggy after updates. | Lidl Plus
cee0331d-bdb2-4b43-b5e6-80727c161c51 | Absolute rubbish.",review,
lidl_plus_reviews_054,"Keeps crashing and logging me out. | Lidl Plus
15cb9054-393d-49e3-8e22-f5071c5e8626 | Really appreciate the savings. App design is clean but could be more intuitive.",review,
lidl_plus_reviews_055,"| Lidl Plus
9f991492-884d-4d6b-b7c3-dcf629c91b9f | Waste of storage. Nothing works. Deleting immediately.",review,
lidl_plus_reviews_056,"| Lidl Plus
cc274414-a532-4af8-8a16-7069fd2ce039 | Super handy app. Always have a coupon ready at checkout. | Lidl Plus
8d5d0d0d-74ad-4608-811b-e1a17d068f40 | Top notch app with top notch savings.",review,
lidl_plus_reviews_057,"Well done Lidl. | Lidl Plus
42eff51f-27e9-4db0-83db-483ebb3c866a | Love this app! The coupons save me so much money every week.",review,
lidl_plus_reviews_058,"| Lidl Plus
0696f94c-8a49-4e90-beed-12055903b79a | Good app with useful coupons. Sometimes the barcode scanner is a bit slow. | Lidl Plus
8eb19d94-9d99-4aad-991d-91618b5fa310 | Never had a coupon refused at checkout.",review,
lidl_plus_reviews_059,"Reliable and great. | Lidl Plus
217aa992-b0eb-4c92-bb2a-554cd6903edf | My go-to app every time I hit Lidl. Brilliant.",review,
lidl_plus_reviews_060,"| Lidl Plus
14bc2cbd-b3c2-4ee7-812f-c710e2600c2e | Login issues constantly. Resets my settings every time I update. | Lidl Plus
50f1bc69-9f73-4d76-b6a8-a86449b56cfb | The bakery discounts are my favourite.",review,
lidl_plus_reviews_061,"| Lidl Plus
ec3a29d6-1221-4601-a86e-120f1b1ad791 | The app is glitchy and slow. Not worth the hassle honestly. | Lidl Plus
cf2c5402-339f-4070-bfb6-b0b7940b23f1 | Never misses a beat.",review,
lidl_plus_reviews_062,"Completely reliable and very useful. | Lidl Plus
01c317d8-c0bc-4987-bd1e-a469a45e264d | Works well most of the time. Had one or two crashes but generally reliable.",review,
lidl_plus_reviews_063,"| Lidl Plus
61e4ef7c-b6a7-4b0f-837a-7486d08dc8a7 | The offers are alright but the app design isn't great. | Lidl Plus
bd286148-cd10-489b-9d62-0f96358bd60e | Good app overall. The main screen could be better organised.",review,
lidl_plus_reviews_064,"| Lidl Plus
65b63ca8-a6db-4c46-a3b9-99530cf72dff | This app is an embarrassment for a company like Lidl. | Lidl Plus
ab899d6f-955e-4013-91fa-b5339781ce71 | Really helpful for planning my shop. Minor issues with loading at times.",review,
lidl_plus_reviews_065,"| Lidl Plus
56e32a7c-6ff7-4e10-9bfb-563eee49ae5d | Okay but the app needs improvement. Too slow at times. | Lidl Plus
20e452b5-6bff-47b1-9abd-0a516f56844e | Really helpful app.",review,
lidl_plus_reviews_066,"Minor suggestion: add a shopping list feature. | Lidl Plus
a171087b-55ba-4dcc-851f-4cbe861d6eec | Acceptable app. The coupon variety is limited in my area.",review,
lidl_plus_reviews_067,"| Lidl Plus
b37c2ff1-2e1e-453e-b1c1-c05356425455 | Very useful for saving money. The design is nice. A few small improvements needed.",review,
lidl_plus_reviews_068,"| Lidl Plus
9d831e55-c4d6-4c58-994f-52b6fded889f | The plus card works great and the app never crashes on me. | Lidl Plus
45f2feff-e07c-41b9-8da9-df9f284a0e94 | Good app with useful coupons. Sometimes the barcode scanner is a bit slow.",review,
lidl_plus_reviews_069,"| Lidl Plus
3223390b-7130-4877-85ed-cef16410bc5f | Works sometimes but can be unreliable. Not always confident to use in store. | Lidl Plus
7dc2fd18-abdc-4caa-b258-86d5461a82c1 | The app is intuitive and the savings are worth it.",review,
lidl_plus_reviews_070,"| Lidl Plus
5689b9cc-3d24-47ae-8d72-2a4096c927b9 | Top notch app with top notch savings. Well done Lidl. | Lidl Plus
2061d3f9-36f3-4948-8f5c-85c72669e15d | This app has completely changed how I shop at Lidl.",review,
lidl_plus_reviews_071,"| Lidl Plus
d65d45ce-da38-4fc6-b2ca-08bab5817694 | It works most of the time which is just enough. Could be better. | Lidl Plus
9b0400d8-df2a-4276-8afe-bd8100c8c17b | The notifications for new offers are really helpful.",review,
lidl_plus_reviews_072,"| Lidl Plus
86ee1711-00ab-4ac5-9111-fee72519e635 | Really good app overall. Occasionally slow to load but nothing major. | Lidl Plus
ccb37062-abc5-4179-8813-b641c46f7a43 | Love it!",review,
lidl_plus_reviews_073,"The special Wednesday deals are my favourite. | Lidl Plus
125c07d8-ee76-4d21-8c81-62f6b5c38ef7 | Frustrating app. More bugs than features it seems.",review,
lidl_plus_reviews_074,"| Lidl Plus
fd52ff29-7e40-4b97-aada-4c6f49bdcccd | One of the best grocery loyalty apps available. Top marks. | Lidl Plus
069131e3-7423-467e-8231-cf37c7a1c0aa | The scratch cards are fun and the rewards are genuinely useful.",review,
lidl_plus_reviews_075,"| Lidl Plus
3f57f88d-3de9-4e9e-af33-e62833fa2a41 | Very useful for saving money. The design is nice. A few small improvements needed.",review,
lidl_plus_reviews_076,"| Lidl Plus
4bbb5546-cf91-4511-96ee-86217cd24c67 | The notifications for new offers are really helpful. | Lidl Plus
1373300e-0372-486c-af40-57c374626abf | Great value app. Worked perfectly most of the time.",review,
lidl_plus_reviews_077,"Occasional freezing. | Lidl Plus
94eefffb-d400-4c75-8f66-b6d42952db48 | I can track all my savings which is a nice touch. | Lidl Plus
2edf3a4d-cbe5-47f2-b0d4-565d2e671749 | The concept is good but the app needs more polish.",review,
lidl_plus_reviews_078,"| Lidl Plus
4d0f9b5c-a060-477e-bbb3-0d36cc09c1be | Middle of the road. Does the job but nothing special. | Lidl Plus
00cc5739-5b48-4525-9b13-42c5a8a3fcb9 | Love using this every week.",review,
lidl_plus_reviews_079,"The app could use a few improvements but it's solid. | Lidl Plus
217ab2b5-8710-494c-ac2b-ce316d11874f | Good deals and easy to navigate. Loading can be slow in store.",review,
lidl_plus_reviews_080,"| Lidl Plus
9c0eb401-172d-4d52-8d10-7199d2266fac | Sometimes works fine, sometimes freezes at the worst moment. | Lidl Plus
eeff3cd2-50f3-40c8-9fcb-bc8fdcb2f520 | Not terrible. Some good offers but reliability is an issue.",review,
lidl_plus_reviews_081,"| Lidl Plus
5773f650-d9e4-4be0-8e1c-92e623a53721 | I recommended it to my whole family. We all save money now. | Lidl Plus
707bf951-ba8c-4882-8925-7fbf78cac259 | Good app with useful coupons.",review,
lidl_plus_reviews_082,"Sometimes the barcode scanner is a bit slow. | Lidl Plus
6ed230b7-6e6f-429b-a641-115ef33b3f4e | Really helpful app. Minor suggestion: add a shopping list feature.",review,
lidl_plus_reviews_083,"| Lidl Plus
c7fd57ae-cfb0-46c9-9459-71d2cea76efb | I enjoy using it but sometimes the app is a bit buggy after updates. | Lidl Plus
4055b114-6b24-4721-8b19-b8588652408d | Fantastic app. The savings speak for themselves.",review,
lidl_plus_reviews_084,"| Lidl Plus
ccd1a907-ba05-489c-9a19-905822297932 | Simple interface, great deals, reliable scanning. | Lidl Plus
ef993114-e66a-4703-bf86-4f8a8e545561 | The app works but lacks features I'd expect like a shopping list. | Lidl Plus
b9365e10-30b2-48f1-a09f-2780ae422e3e | My whole household uses this app now.",review,
lidl_plus_reviews_085,"Great for families. | Lidl Plus
a1cbdc21-178e-42e0-9453-081b94366243 | Never had a coupon refused at checkout. Reliable and great.",review,
lidl_plus_reviews_086,"| Lidl Plus
5a85518d-1901-45bf-886b-8e7e0a5521d9 | Effortless to use. Scan and save. Simple as that.",review,
lidl_plus_reviews_087,"| Lidl Plus
bcd77c8d-1cfd-4b03-9d83-edd9e0a0dc3f | Useful and generally reliable. Would love more exclusive offers for plus members. | Lidl Plus
d6a25c29-e61c-419f-9cbe-6ebfcec2b83c | Simple interface, great deals, reliable scanning.",review,
lidl_plus_reviews_088,"| Lidl Plus
4841e05f-1cf1-4d8d-9779-ac196c337d67 | Very useful for saving money. The design is nice. A few small improvements needed.",review,
lidl_plus_reviews_089,"| Lidl Plus
20229f61-10f4-43c0-83be-8450ca4f8bc4 | So glad I discovered this app. Saving money every week. | Lidl Plus
e019529c-4509-4a73-8d5e-80181c21c96a | Solid app with useful features.",review,
lidl_plus_reviews_090,"Would love to see more personalised offers. | Lidl Plus
5723ffc2-15c6-4e7a-a90b-f7bb56cc1e1c | Super helpful for budgeting. I can see exactly what I'm saving.",review,
lidl_plus_reviews_091,"| Lidl Plus
97e2fe40-665e-427c-98ee-85b4eb8f40c3 | The scan and save feature is fantastic. Quick and easy. | Lidl Plus
c504909e-f0bc-4fde-82ec-1ac6c9f4f25a | The concept is good but the app needs more polish.",review,
lidl_plus_reviews_092,"| Lidl Plus
e246e6ee-d227-47d3-8110-fcafb1cec789 | Really like the concept. Execution is good with some room for improvement. | Lidl Plus
e818e968-9552-458f-91b1-169fafeba912 | A fantastic loyalty programme delivered via a great app.",review,
lidl_plus_reviews_093,"| Lidl Plus
b83f4ef7-f0b2-4df7-a03e-4eecbd980282 | Very useful for saving money. The design is nice. A few small improvements needed.",review,
lidl_plus_reviews_094,"| Lidl Plus
497fb998-0bea-4087-8708-bd74f1b439f2 | I've been unable to log in for weeks. Support hasn't helped. | Lidl Plus
670f95ce-a875-4943-baef-f8dcb23cd510 | The dynamic prices feature is a game changer!",review,
lidl_plus_reviews_095,"| Lidl Plus
2f3a0032-e786-420d-b4d5-2118d1e172e5 | Great app! The digital receipts are very handy. | Lidl Plus
7707e141-8310-4039-ad22-b6ed27937699 | Not terrible but not impressive either.",review,
lidl_plus_reviews_096,"Room for improvement. | Lidl Plus
a6bfea8a-3434-4b18-8c6c-d5a9664bdcb3 | The app works but lacks features I'd expect like a shopping list. | Lidl Plus
6a8af219-757f-47d4-b859-0acfd56861a9 | Good app!",review,
lidl_plus_reviews_097,"Wish it showed more stores or had a better map feature. | Lidl Plus
fb7d695d-3213-47be-b4a6-7ad72f8fcf5b | I save money every single shop. This app is brilliant.",review,
lidl_plus_reviews_098,"| Lidl Plus
e2166d7f-d726-43ca-8ca9-96f05b76f650 | Below average. The user experience needs a complete overhaul. | Lidl Plus
e34629d8-9116-4d44-846b-0b0789291851 | Too many bugs.",review,
lidl_plus_reviews_099,"The concept is great but execution is poor. | Lidl Plus
4c6fe2db-c835-457b-874f-3748e27ac477 | Solid app with good offers. I'd love more variety in the available coupons.",review,
lidl_plus_reviews_100,"| Lidl Plus
a062c280-99b9-445e-a731-efbf416e8439 | The app freezes right when I need to show my card. | Lidl Plus
a46f7e48-3dfc-48c0-9f81-f492cb7d020a | Really impressed with how polished this app is. | Lidl Plus
5c52a749-3af5-4d72-acef-7b7c34dd65db | Fast loading, simple to use, great discounts.",review,
lidl_plus_reviews_101,"Brilliant. | Lidl Plus
289fe9a6-5c1c-4844-9f38-359b58f0af44 | Support is unhelpful. The app issues have not been resolved.",review,
